firm,date,sentence,aspect,score,method,speaker,sector
Infosys,2024-04-23,"Now, having said that, some of the color by industry, we see financial services overall, so it is not just digital or discretionary like that, It is looking better in the coming year than in the year that is finished.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"Now, having said that, some of the color by industry, we see financial services overall, so it is not just digital or discretionary like that, It is looking better in the coming year than in the year that is finished.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"Manufacturing is looking a little bit slower, while it is still growing in this new year, compared to in the previous year, we had a very strong growth in manufacturing.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"So there is some differences within industry, but the overall statement still remains on the digital and discretionary.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"On the Gen AI, we have an absolute leadership position in Gen AI.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"The type of work we are doing, for example, the 3 mn lines of code we have generated through a large language model in Gen AI is absolutely industry leading.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"We have put all of our service lines into the change of Generative AI, and we have built playbooks on how that can work.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-04-23,"If you look at the way we have looked at the use cases, for example, whether it is in software engineering, on process optimization, on customer support, on advisory services, on sales and marketing, these are detailed use cases which we are working with clients on, where we are creating already some quite good impact.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, my sense is, this is a place where we have internally taken a view with Topaz of AI-first.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,So we feel good about where we are on Generative AI.,ai_adoption,2.0,keyword,management,it_services
Infosys,2024-04-23,"On the pricing side, as I said, we have seen early and encouraging results on the pricing on the value-based pillar of the Maximus.",pricing,1.0,keyword,management,it_services
Infosys,2024-04-23,We have not really quantified as to how much we expect in FY25 or beyond.,guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,Our endeavor of Project Maximus is in the medium term we expect to expand margins.,guidance,3.0,keyword,management,it_services
Infosys,2024-04-23,"Second, I want to know what is the tailwind you are getting in Europe where we are seeing",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"So as you have seen again in Q4 as well for the full year, we had a good growth in our Europe business.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"So as you have seen again in Q4 as well for the full year, we had a good growth in our Europe business.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,We continue to see Europe to be a good market for us as we go ahead.,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"But as a geography, we feel good about parts, different countries in Europe at different levels.",geography_vertical,2.0,keyword,management,it_services
Infosys,2024-04-23,"So there on Generative AI, you know, it is something that is being built on cloud, on data and, of course, on cybersecurity.",ai_adoption,3.0,keyword,management,it_services
Infosys,2024-04-23,"But the work we are doing there when Generative AI is really market leading and we are taking all of the learnings into it, especially on the data layer, because data has become the critical enabler for making Generative AI successful in an enterprise AI deployment.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-04-23,So you have bought a German company which has about 180 mn in revenue.,revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,"Second one is, are you looking at bagging large vendor consolidation deals from two of your IT services peer, one of which is based in Europe considering that they are witnessing leadership churn at this moment.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"And the last question I have is, in a meeting with Nomura analysts on, I think, Feb 12 or 13, you had told them that the leadership bench is deep entrenched, that 50% of your 90 SVPs and above have been with the company for more than two decades.",headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,This acquisition is not included in our guidance.,guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, today’s guidance does not include anything of the acquisition.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, we feel extremely positive with that bench and that we have a huge bench of leaders, even at different levels.",headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,"One of the things that we have done, and this is going back several years, is focus on the leadership development within each different area of the company, whether it is on the sales side or the delivery side or the functions that work with those.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,"When you have a team, let us say the leadership team or the company, who have known each other for 10, 15, 20 years in a professional capacity, they have a much better way of working together.",capex,1.0,keyword,management,it_services
Infosys,2024-04-23,"And Jayesh, given the margin for, I think, the last complete financial year, the margin has been in the lower end of the guidance band that you have provided.",margin,1.0,keyword,management,it_services
Infosys,2024-04-23,"And Jayesh, given the margin for, I think, the last complete financial year, the margin has been in the lower end of the guidance band that you have provided.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"We believe that combined with our depth in engineering services, their depth in automotive part of that engineering services, and then our broad client relationships across whether it is in manufacturing, medical devices, telco, all applications where we can put engineering services, this External Document © 2024 Infosys Limited 13 will be a huge multiplier for us.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"On the margin, whenever we have given a margin guidance, we have always looked at various factors, right.",margin,1.0,keyword,management,it_services
Infosys,2024-04-23,"On the margin, whenever we have given a margin guidance, we have always looked at various factors, right.",guidance,1.0,keyword,management,it_services
